Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
Turkmenistan,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Uganda,64 000 ,47 000 , 85 000,,73 000 ,55 000 , 96 000,,82 000 ,63 000 , 100 000,,89 000 ,71 000 , 110 000,,95 000 ,77 000 , 110 000,,99 000 ,82 000 , 120 000,,100 000 ,86 000 , 120 000,,100 000 ,88 000 , 120 000,,100 000 ,90 000 , 120 000,,100 000 ,91 000 , 120 000,,100 000 ,90 000 , 120 000,,100 000 ,90 000 , 120 000,,99 000 ,87 000 , 110 000,,96 000 ,84 000 , 110 000,,92 000 ,81 000 , 100 000,,84 000 ,73 000 , 95 000,,76 000 ,66 000 , 86 000,,77 000 ,67 000 , 89 000,,76 000 ,66 000 , 88 000,,69 000 ,60 000 , 80 000,,63 000 ,54 000 , 74 000,,57 000 ,48 000 , 68 000,,52 000 ,44 000 , 63 000,,43 000 ,35 000 , 53 000,,36 000 ,28 000 , 46 000,,31 000 ,24 000 , 40 000,,28 000 ,22 000 , 38 000,
Ukraine,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1200,,<1000 ,<1000 , 1500,,1200 ,<1000 , 2100,,1600 ,<1000 , 2700,,2200 ,1400 , 3500,,2900 ,1800 , 4500,,3900 ,2500 , 5600,,5000 ,3300 , 6900,,6200 ,4200 , 8200,,7500 ,5300 , 9600,,8800 ,6600 , 11 000,,10 000 ,7800 , 12 000,,11 000 ,8600 , 13 000,,11 000 ,9300 , 13 000,,12 000 ,10 000 , 14 000,,12 000 ,10 000 , 14 000,,12 000 ,10 000 , 14 000,,12 000 ,9900 , 13 000,,11 000 ,9400 , 13 000,,11 000 ,8900 , 12 000,,8500 ,6900 , 10 000,,7000 ,5300 , 8500,,6700 ,5000 , 8200,,8500 ,6400 , 10 000,
United Arab Emirates,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
United Kingdom,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
United Republic of Tanzania,19 000 ,13 000 , 26 000,,25 000 ,18 000 , 33 000,,33 000 ,24 000 , 42 000,,41 000 ,30 000 , 52 000,,50 000 ,37 000 , 63 000,,59 000 ,45 000 , 74 000,,68 000 ,53 000 , 85 000,,77 000 ,61 000 , 95 000,,86 000 ,68 000 , 100 000,,93 000 ,75 000 , 110 000,,100 000 ,82 000 , 120 000,,110 000 ,88 000 , 120 000,,110 000 ,94 000 , 130 000,,110 000 ,98 000 , 130 000,,120 000 ,100 000 , 130 000,,120 000 ,100 000 , 130 000,,110 000 ,100 000 , 120 000,,100 000 ,89 000 , 110 000,,82 000 ,72 000 , 91 000,,78 000 ,69 000 , 88 000,,71 000 ,62 000 , 80 000,,63 000 ,54 000 , 72 000,,64 000 ,55 000 , 72 000,,50 000 ,40 000 , 58 000,,41 000 ,32 000 , 50 000,,36 000 ,28 000 , 45 000,,33 000 ,26 000 , 41 000,
United States,... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014.",... ,... , ...,"Estimates available only through 2008-2014."
Uruguay,<100 ,<100 , <100,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <100,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<100 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <500,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <200,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <500,"Historical incidence trends were not available or not reliable.",<200 ,<100 , <500,"Historical incidence trends were not available or not reliable.",<200 ,<200 , <500,"Historical incidence trends were not available or not reliable.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable.",<500 ,<500 , <500,"Historical incidence trends were not available or not reliable.",<500 ,<500 , <1000,"Historical incidence trends were not available or not reliable.",<500 ,<500 , <1000,"Historical incidence trends were not available or not reliable.",<1000 ,<500 , <1000,"Historical incidence trends were not available or not reliable.",<1000 ,<500 , <1000,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable.",<1000 ,<1000 , <1000,"Historical incidence trends were not available or not reliable.",<1000 ,<500 , <1000,"Historical incidence trends were not available or not reliable.",<500 ,<500 , <1000,"Historical incidence trends were not available or not reliable.",<500 ,<500 , <500,"Historical incidence trends were not available or not reliable.",<500 ,<500 , <500,"Historical incidence trends were not available or not reliable.",<500 ,<200 , <500,"Historical incidence trends were not available or not reliable."
Uzbekistan,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Venezuela (Bolivarian Republic of),<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1300,,1300 ,<1000 , 1600,,1600 ,1200 , 1900,,1900 ,1500 , 2300,,2000 ,1600 , 2400,,2000 ,1600 , 2300,,2000 ,1600 , 2300,,2100 ,1700 , 2400,,2200 ,1800 , 2500,,2200 ,1900 , 2600,,1800 ,1500 , 2100,,1900 ,1500 , 2200,,2000 ,1700 , 2400,,2000 ,1600 , 2400,,1900 ,1500 , 2300,,2100 ,1700 , 2500,,2400 ,1900 , 2800,,2900 ,2400 , 3400,,3300 ,2800 , 3700,,2500 ,2100 , 2900,
Viet Nam,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1300,,1500 ,<1000 , 2100,,2300 ,1500 , 3100,,3300 ,2200 , 4400,,4500 ,3100 , 5800,,5800 ,4300 , 7500,,7300 ,5600 , 9200,,8800 ,6900 , 11 000,,10 000 ,8200 , 12 000,,11 000 ,9000 , 13 000,,11 000 ,9100 , 13 000,,9500 ,8000 , 11 000,,8500 ,7000 , 9900,,8600 ,7100 , 10 000,,9000 ,7300 , 11 000,,9100 ,7300 , 11 000,,9200 ,7400 , 11 000,,8900 ,7100 , 11 000,,8600 ,6800 , 11 000,,8000 ,6100 , 10 000,
