Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote
The former Yugoslav Republic of Macedonia,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers."
Timor-Leste,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Togo,6700 ,3900 , 11 000,,8400 ,5000 , 14 000,,9900 ,6000 , 16 000,,11 000 ,7100 , 18 000,,13 000 ,8100 , 19 000,,14 000 ,8900 , 21 000,,15 000 ,9800 , 22 000,,15 000 ,9900 , 22 000,,15 000 ,10 000 , 22 000,,15 000 ,10 000 , 21 000,,14 000 ,9800 , 20 000,,13 000 ,9200 , 18 000,,12 000 ,8600 , 17 000,,11 000 ,7800 , 15 000,,9900 ,7200 , 14 000,,8500 ,6200 , 12 000,,7600 ,5500 , 10 000,,6700 ,4800 , 9000,,6200 ,4400 , 8400,,5900 ,4000 , 7900,,5500 ,3700 , 7500,,4800 ,3000 , 6700,,4700 ,3000 , 6500,,4600 ,2900 , 6400,,4500 ,2800 , 6300,,4100 ,2400 , 6000,,4100 ,2400 , 6100,
Trinidad and Tobago,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,1000 ,<1000 , 1100,,1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Tunisia,<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <100,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<100 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <200,"Estimates for children are not published because of small numbers.",<200 ,<100 , <500,"Estimates for children are not published because of small numbers.",<200 ,<100 , <500,"Estimates for children are not published because of small numbers.",<200 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <500,"Estimates for children are not published because of small numbers.",<500 ,<200 , <1000,"Estimates for children are not published because of small numbers."
Turkey,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Turkmenistan,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
Uganda,140 000 ,120 000 , 170 000,,130 000 ,100 000 , 150 000,,110 000 ,90 000 , 140 000,,100 000 ,81 000 , 120 000,,96 000 ,77 000 , 120 000,,95 000 ,78 000 , 110 000,,89 000 ,75 000 , 110 000,,92 000 ,79 000 , 110 000,,91 000 ,79 000 , 110 000,,93 000 ,81 000 , 110 000,,95 000 ,82 000 , 110 000,,99 000 ,87 000 , 110 000,,98 000 ,88 000 , 110 000,,100 000 ,90 000 , 120 000,,100 000 ,92 000 , 120 000,,110 000 ,95 000 , 120 000,,110 000 ,96 000 , 120 000,,100 000 ,91 000 , 120 000,,100 000 ,93 000 , 120 000,,110 000 ,93 000 , 120 000,,99 000 ,86 000 , 120 000,,94 000 ,81 000 , 110 000,,84 000 ,72 000 , 100 000,,74 000 ,63 000 , 88 000,,60 000 ,51 000 , 72 000,,54 000 ,45 000 , 66 000,,52 000 ,42 000 , 64 000,
Ukraine,2900 ,2300 , 7600,,3900 ,2800 , 12 000,,5800 ,3600 , 14 000,,9200 ,5500 , 16 000,,15 000 ,9600 , 24 000,,21 000 ,15 000 , 31 000,,27 000 ,21 000 , 35 000,,29 000 ,24 000 , 35 000,,28 000 ,24 000 , 33 000,,26 000 ,23 000 , 30 000,,24 000 ,21 000 , 28 000,,23 000 ,20 000 , 26 000,,21 000 ,19 000 , 25 000,,20 000 ,17 000 , 23 000,,18 000 ,15 000 , 21 000,,16 000 ,14 000 , 19 000,,15 000 ,13 000 , 18 000,,14 000 ,12 000 , 17 000,,13 000 ,11 000 , 16 000,,13 000 ,11 000 , 15 000,,16 000 ,13 000 , 18 000,,17 000 ,13 000 , 18 000,,17 000 ,13 000 , 19 000,,17 000 ,13 000 , 19 000,,17 000 ,13 000 , 18 000,,17 000 ,13 000 , 18 000,,17 000 ,13 000 , 19 000,
United Arab Emirates,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
United Kingdom,... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication.",... ,... , ...,"Estimates were unavailable at the time of publication."
